Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-NACA0018-100000-n5
Airfoil,NACA0018
Reynolds number,100000
Ncrit,5
Mach,0.0
Max Cl/Cd,38.0722
Max Cl/Cd alpha,7
Clmax,1.0630
Clmax alpha,14.9
Stall alpha,14.9


Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-4.000,-0.4589,0.01866,0.00987,-0.0037,0.9119,0.4460
-3.750,-0.4275,0.01839,0.00965,-0.0042,0.9023,0.4623
-3.500,-0.3968,0.01814,0.00944,-0.0046,0.8922,0.4785
-3.250,-0.3667,0.01789,0.00924,-0.0048,0.8816,0.4947
-3.000,-0.3372,0.01766,0.00905,-0.0048,0.8705,0.5108
-2.750,-0.3081,0.01744,0.00888,-0.0047,0.8588,0.5269
-2.500,-0.2793,0.01724,0.00871,-0.0045,0.8467,0.5430
-2.250,-0.2508,0.01704,0.00856,-0.0043,0.8341,0.5591
-2.000,-0.2225,0.01687,0.00842,-0.0039,0.8210,0.5753
-1.750,-0.1943,0.01671,0.00829,-0.0036,0.8076,0.5914
-1.500,-0.1661,0.01656,0.00817,-0.0032,0.7938,0.6075
-1.250,-0.1381,0.01644,0.00807,-0.0027,0.7797,0.6236
-1.000,-0.1103,0.01634,0.00798,-0.0022,0.7651,0.6398
-0.750,-0.0825,0.01625,0.00792,-0.0017,0.7502,0.6559
-0.500,-0.0549,0.01619,0.00787,-0.0012,0.7350,0.6720
-0.250,-0.0275,0.01616,0.00784,-0.0006,0.7195,0.6880
0.000,-0.0000,0.01615,0.00783,0.0000,0.7038,0.7038
0.100,0.0107,0.01615,0.00784,0.0003,0.6970,0.7100
0.200,0.0226,0.01615,0.00783,0.0004,0.6915,0.7160
0.300,0.0322,0.01616,0.00783,0.0008,0.6844,0.7231
0.400,0.0441,0.01618,0.00786,0.0009,0.6782,0.7284
0.500,0.0549,0.01619,0.00787,0.0012,0.6719,0.7350
0.600,0.0656,0.01621,0.00789,0.0014,0.6652,0.7411
0.700,0.0776,0.01624,0.00790,0.0015,0.6595,0.7468
0.800,0.0871,0.01626,0.00792,0.0019,0.6525,0.7539
0.900,0.0993,0.01630,0.00796,0.0020,0.6462,0.7589
1.000,0.1103,0.01634,0.00798,0.0022,0.6399,0.7650
1.100,0.1207,0.01637,0.00801,0.0025,0.6332,0.7714
1.300,0.1429,0.01645,0.00808,0.0029,0.6203,0.7831
1.400,0.1547,0.01651,0.00812,0.0030,0.6141,0.7883
1.500,0.1661,0.01656,0.00817,0.0032,0.6075,0.7938
1.600,0.1759,0.01660,0.00819,0.0036,0.6010,0.8005
1.700,0.1887,0.01668,0.00824,0.0035,0.5951,0.8049
1.800,0.1994,0.01673,0.00831,0.0037,0.5880,0.8107
1.900,0.2103,0.01679,0.00834,0.0040,0.5819,0.8165
2.000,0.2225,0.01687,0.00842,0.0039,0.5752,0.8211
2.100,0.2326,0.01692,0.00845,0.0043,0.5688,0.8272
2.200,0.2448,0.01700,0.00851,0.0043,0.5628,0.8318
2.300,0.2565,0.01708,0.00859,0.0043,0.5557,0.8367
2.400,0.2662,0.01714,0.00861,0.0047,0.5498,0.8429
2.500,0.2793,0.01723,0.00871,0.0045,0.5429,0.8467
2.600,0.2906,0.01731,0.00877,0.0046,0.5365,0.8518
2.700,0.3015,0.01739,0.00882,0.0048,0.5305,0.8570
2.800,0.3143,0.01749,0.00892,0.0047,0.5235,0.8609
2.900,0.3245,0.01756,0.00895,0.0050,0.5177,0.8666
3.000,0.3371,0.01766,0.00905,0.0048,0.5108,0.8705
3.100,0.3494,0.01776,0.00913,0.0047,0.5043,0.8747
3.200,0.3598,0.01783,0.00918,0.0050,0.4983,0.8801
3.300,0.3732,0.01794,0.00929,0.0046,0.4913,0.8834
3.500,0.3968,0.01814,0.00944,0.0046,0.4785,0.8923
3.600,0.4094,0.01824,0.00951,0.0044,0.4722,0.8961
3.700,0.4205,0.01833,0.00960,0.0045,0.4658,0.9009
3.800,0.4341,0.01845,0.00969,0.0040,0.4590,0.9041
3.900,0.4445,0.01854,0.00975,0.0042,0.4533,0.9091
4.000,0.4589,0.01866,0.00987,0.0037,0.4461,0.9119
4.100,0.4700,0.01876,0.00993,0.0037,0.4403,0.9165
4.200,0.4840,0.01888,0.01005,0.0032,0.4332,0.9195
4.300,0.4962,0.01899,0.01013,0.0030,0.4269,0.9234
4.400,0.5095,0.01911,0.01023,0.0026,0.4204,0.9267
4.500,0.5222,0.01922,0.01033,0.0023,0.4137,0.9304
4.600,0.5355,0.01934,0.01042,0.0019,0.4075,0.9336
4.700,0.5483,0.01945,0.01053,0.0015,0.4006,0.9372
4.800,0.5625,0.01958,0.01061,0.0009,0.3944,0.9400
4.900,0.5753,0.01969,0.01073,0.0005,0.3875,0.9437
5.000,0.5902,0.01983,0.01083,-0.0003,0.3809,0.9462
5.100,0.6028,0.01994,0.01094,-0.0007,0.3744,0.9499
5.200,0.6179,0.02007,0.01105,-0.0015,0.3676,0.9522
5.300,0.6310,0.02020,0.01115,-0.0020,0.3613,0.9555
5.400,0.6450,0.02032,0.01127,-0.0027,0.3545,0.9584
5.500,0.6589,0.02046,0.01137,-0.0033,0.3484,0.9612
5.600,0.6723,0.02059,0.01150,-0.0039,0.3416,0.9644
5.700,0.6860,0.02073,0.01160,-0.0045,0.3356,0.9672
5.800,0.7003,0.02086,0.01174,-0.0052,0.3288,0.9699
5.900,0.7137,0.02100,0.01185,-0.0058,0.3226,0.9728
6.000,0.7273,0.02114,0.01199,-0.0065,0.3163,0.9757
6.100,0.7413,0.02129,0.01212,-0.0072,0.3099,0.9783
6.200,0.7553,0.02143,0.01224,-0.0080,0.3038,0.9809
6.300,0.7692,0.02158,0.01238,-0.0087,0.2973,0.9836
6.400,0.7828,0.02174,0.01250,-0.0094,0.2917,0.9862
6.500,0.7970,0.02189,0.01267,-0.0102,0.2851,0.9887
6.600,0.8107,0.02206,0.01280,-0.0109,0.2794,0.9913
6.700,0.8249,0.02221,0.01297,-0.0118,0.2731,0.9937
6.800,0.8389,0.02239,0.01311,-0.0126,0.2673,0.9961
6.900,0.8531,0.02256,0.01328,-0.0134,0.2615,0.9983
7.000,0.8650,0.02272,0.01344,-0.0138,0.2559,1.0000
7.100,0.8692,0.02287,0.01355,-0.0127,0.2523,1.0000
7.200,0.8741,0.02300,0.01369,-0.0118,0.2480,1.0000
7.300,0.8786,0.02314,0.01383,-0.0107,0.2440,1.0000
7.400,0.8825,0.02329,0.01396,-0.0096,0.2404,1.0000
7.500,0.8868,0.02345,0.01410,-0.0085,0.2366,1.0000
7.600,0.8911,0.02359,0.01426,-0.0074,0.2326,1.0000
7.700,0.8948,0.02376,0.01441,-0.0062,0.2290,1.0000
7.800,0.8982,0.02394,0.01454,-0.0050,0.2259,1.0000
7.900,0.9025,0.02409,0.01472,-0.0039,0.2220,1.0000
8.000,0.9062,0.02425,0.01489,-0.0026,0.2184,1.0000
8.100,0.9093,0.02444,0.01504,-0.0014,0.2153,1.0000
8.200,0.9127,0.02462,0.01521,-0.0001,0.2121,1.0000
8.300,0.9164,0.02479,0.01540,0.0011,0.2086,1.0000
8.400,0.9195,0.02497,0.01558,0.0024,0.2054,1.0000
8.500,0.9221,0.02517,0.01575,0.0037,0.2026,1.0000
8.600,0.9254,0.02536,0.01594,0.0050,0.1995,1.0000
8.700,0.9288,0.02555,0.01614,0.0062,0.1963,1.0000
8.800,0.9315,0.02575,0.01633,0.0076,0.1934,1.0000
8.900,0.9336,0.02597,0.01652,0.0090,0.1909,1.0000
9.000,0.9366,0.02617,0.01673,0.0103,0.1880,1.0000
9.100,0.9397,0.02638,0.01695,0.0115,0.1850,1.0000
9.200,0.9422,0.02660,0.01717,0.0129,0.1823,1.0000
9.300,0.9441,0.02683,0.01738,0.0143,0.1800,1.0000
9.400,0.9465,0.02707,0.01760,0.0156,0.1775,1.0000
9.500,0.9493,0.02729,0.01785,0.0169,0.1747,1.0000
9.600,0.9509,0.02752,0.01808,0.0184,0.1723,1.0000
9.700,0.9517,0.02775,0.01829,0.0200,0.1701,1.0000
9.800,0.9520,0.02800,0.01851,0.0216,0.1683,1.0000
9.900,0.9542,0.02824,0.01878,0.0230,0.1658,1.0000
10.000,0.9562,0.02850,0.01905,0.0243,0.1633,1.0000
10.100,0.9579,0.02877,0.01932,0.0257,0.1611,1.0000
10.200,0.9594,0.02906,0.01959,0.0270,0.1592,1.0000
10.300,0.9613,0.02937,0.01987,0.0282,0.1573,1.0000
10.400,0.9645,0.02967,0.02022,0.0292,0.1549,1.0000
10.500,0.9672,0.02999,0.02055,0.0303,0.1525,1.0000
10.600,0.9697,0.03033,0.02089,0.0313,0.1505,1.0000
10.700,0.9720,0.03069,0.02122,0.0323,0.1488,1.0000
10.800,0.9750,0.03105,0.02159,0.0332,0.1468,1.0000
10.900,0.9784,0.03142,0.02200,0.0341,0.1446,1.0000
11.000,0.9815,0.03180,0.02240,0.0349,0.1425,1.0000
11.100,0.9842,0.03220,0.02280,0.0358,0.1407,1.0000
11.200,0.9868,0.03262,0.02319,0.0366,0.1391,1.0000
11.300,0.9900,0.03305,0.02364,0.0373,0.1372,1.0000
11.400,0.9933,0.03348,0.02411,0.0380,0.1352,1.0000
11.500,0.9963,0.03393,0.02458,0.0387,0.1334,1.0000
11.600,0.9991,0.03439,0.02505,0.0394,0.1317,1.0000
11.700,1.0018,0.03487,0.02551,0.0400,0.1303,1.0000
11.800,1.0048,0.03537,0.02602,0.0406,0.1287,1.0000
11.900,1.0079,0.03588,0.02658,0.0412,0.1268,1.0000
12.000,1.0108,0.03640,0.02712,0.0418,0.1251,1.0000
12.100,1.0134,0.03693,0.02766,0.0423,0.1236,1.0000
12.200,1.0160,0.03747,0.02819,0.0428,0.1223,1.0000
12.300,1.0187,0.03803,0.02873,0.0433,0.1211,1.0000
12.400,1.0215,0.03862,0.02939,0.0438,0.1194,1.0000
12.500,1.0240,0.03923,0.03004,0.0442,0.1178,1.0000
12.600,1.0264,0.03984,0.03067,0.0446,0.1164,1.0000
12.700,1.0288,0.04045,0.03129,0.0450,0.1152,1.0000
12.800,1.0313,0.04106,0.03189,0.0454,0.1141,1.0000
12.900,1.0337,0.04171,0.03255,0.0457,0.1129,1.0000
13.000,1.0358,0.04243,0.03333,0.0461,0.1114,1.0000
13.100,1.0377,0.04314,0.03409,0.0464,0.1101,1.0000
13.200,1.0397,0.04386,0.03482,0.0466,0.1088,1.0000
13.300,1.0417,0.04456,0.03553,0.0469,0.1077,1.0000
13.400,1.0439,0.04526,0.03622,0.0471,0.1067,1.0000
13.500,1.0462,0.04596,0.03692,0.0473,0.1057,1.0000
13.600,1.0472,0.04683,0.03787,0.0475,0.1044,1.0000
13.700,1.0485,0.04768,0.03877,0.0477,0.1033,1.0000
13.800,1.0498,0.04852,0.03965,0.0478,0.1022,1.0000
13.900,1.0512,0.04935,0.04050,0.0479,0.1011,1.0000
14.000,1.0530,0.05015,0.04130,0.0480,0.1002,1.0000
14.100,1.0551,0.05091,0.04205,0.0481,0.0994,1.0000
14.200,1.0564,0.05179,0.04295,0.0482,0.0985,1.0000
14.300,1.0564,0.05284,0.04409,0.0482,0.0974,1.0000
14.400,1.0565,0.05388,0.04518,0.0482,0.0964,1.0000
14.500,1.0568,0.05490,0.04625,0.0482,0.0954,1.0000
14.600,1.0575,0.05587,0.04724,0.0481,0.0946,1.0000
14.700,1.0586,0.05680,0.04819,0.0481,0.0938,1.0000
14.800,1.0605,0.05764,0.04903,0.0481,0.0930,1.0000
14.900,1.0630,0.05841,0.04977,0.0481,0.0923,1.0000
15.000,1.0609,0.05977,0.05122,0.0478,0.0914,1.0000
15.100,1.0592,0.06111,0.05264,0.0476,0.0905,1.0000
15.200,1.0580,0.06238,0.05398,0.0474,0.0897,1.0000
15.300,1.0571,0.06363,0.05527,0.0471,0.0889,1.0000
15.400,1.0568,0.06481,0.05648,0.0468,0.0882,1.0000
15.500,1.0573,0.06590,0.05759,0.0466,0.0875,1.0000
15.600,1.0587,0.06687,0.05856,0.0465,0.0869,1.0000
15.700,1.0612,0.06768,0.05935,0.0464,0.0862,1.0000
15.800,1.0587,0.06921,0.06095,0.0460,0.0856,1.0000
15.900,1.0544,0.07102,0.06285,0.0454,0.0848,1.0000
16.000,1.0506,0.07277,0.06469,0.0447,0.0841,1.0000
16.100,1.0474,0.07445,0.06643,0.0442,0.0835,1.0000
16.200,1.0449,0.07605,0.06808,0.0436,0.0828,1.0000
16.300,1.0432,0.07755,0.06962,0.0431,0.0822,1.0000
16.400,1.0425,0.07891,0.07100,0.0426,0.0816,1.0000
16.500,1.0430,0.08008,0.07218,0.0422,0.0810,1.0000
16.600,1.0458,0.08092,0.07300,0.0421,0.0805,1.0000
16.700,1.0425,0.08268,0.07481,0.0414,0.0799,1.0000
16.800,1.0337,0.08535,0.07760,0.0401,0.0794,1.0000
16.900,1.0251,0.08805,0.08040,0.0389,0.0788,1.0000
17.000,1.0164,0.09080,0.08325,0.0375,0.0783,1.0000
17.100,1.0082,0.09351,0.08604,0.0362,0.0778,1.0000
17.200,1.0004,0.09617,0.08879,0.0349,0.0772,1.0000
17.300,0.9936,0.09872,0.09140,0.0336,0.0767,1.0000
17.400,0.9888,0.10092,0.09364,0.0325,0.0762,1.0000
17.500,0.9870,0.10264,0.09537,0.0317,0.0757,1.0000
17.600,0.9902,0.10345,0.09618,0.0315,0.0752,1.0000
17.700,0.9968,0.10367,0.09635,0.0316,0.0747,1.0000
17.800,0.9696,0.11001,0.10289,0.0280,0.0743,1.0000
