Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-E63-100000-n5
Airfoil,E63
Reynolds number,100000
Ncrit,5
Mach,0.0
Max Cl/Cd,77.9158
Max Cl/Cd alpha,4.2
Clmax,1.4680
Clmax alpha,9
Stall alpha,9


Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
8.500,1.4565,0.04887,0.04121,-0.1395,0.0175,1.0000
8.600,1.4593,0.05013,0.04268,-0.1382,0.0169,1.0000
8.700,1.4624,0.05119,0.04389,-0.1370,0.0166,1.0000
8.800,1.4657,0.05214,0.04492,-0.1361,0.0158,1.0000
8.900,1.4671,0.05382,0.04684,-0.1346,0.0158,1.0000
9.000,1.4680,0.05543,0.04859,-0.1333,0.0154,1.0000
9.100,1.4674,0.05716,0.05053,-0.1316,0.0153,1.0000
9.200,1.4680,0.05810,0.05159,-0.1302,0.0153,1.0000
9.300,1.4653,0.06019,0.05389,-0.1284,0.0152,1.0000
9.400,1.4629,0.06168,0.05557,-0.1267,0.0152,1.0000
9.500,1.4609,0.06292,0.05692,-0.1251,0.0152,1.0000
9.600,1.4579,0.06470,0.05893,-0.1235,0.0154,1.0000
9.700,1.4518,0.06644,0.06082,-0.1215,0.0152,1.0000
9.800,1.4459,0.06756,0.06203,-0.1194,0.0151,1.0000
9.900,1.4387,0.06918,0.06381,-0.1174,0.0152,1.0000
10.000,1.4322,0.07075,0.06550,-0.1156,0.0151,1.0000
10.100,1.4230,0.07270,0.06760,-0.1136,0.0151,1.0000
10.200,1.4171,0.07378,0.06870,-0.1121,0.0148,1.0000
10.300,1.4097,0.07551,0.07058,-0.1108,0.0148,1.0000
10.400,1.4013,0.07746,0.07271,-0.1094,0.0151,1.0000
10.600,1.3827,0.08085,0.07637,-0.1067,0.0154,1.0000
10.700,1.3703,0.08368,0.07937,-0.1062,0.0156,1.0000
10.800,1.3704,0.08462,0.08029,-0.1060,0.0150,1.0000
10.900,1.3510,0.08823,0.08413,-0.1055,0.0156,1.0000
11.000,1.2054,0.08345,0.07948,-0.0864,0.0158,1.0000
11.100,1.1922,0.08549,0.08155,-0.0860,0.0161,1.0000
11.200,1.1803,0.08745,0.08362,-0.0861,0.0164,1.0000
11.300,1.1619,0.09006,0.08634,-0.0862,0.0161,1.0000
11.400,1.1478,0.09265,0.08904,-0.0870,0.0164,1.0000
11.500,1.1338,0.09501,0.09146,-0.0875,0.0170,1.0000
11.600,1.1300,0.09620,0.09267,-0.0882,0.0161,1.0000
11.700,1.1180,0.09925,0.09587,-0.0897,0.0163,1.0000
