generation,pop_index,D,B,hub_radius,number_of_sections,foil_list,chord_list,pitch_list,aerial_rpm,aerial_v_inf,aquatic_rpm,aquatic_v_inf,aerial_T,aerial_Q,aerial_P,aerial_J,aerial_CT,aerial_CQ,aerial_CP,aerial_eta,FM,aerial_fitness,aerial_Q_penalty,aquatic_T,aquatic_Q,aquatic_P,aquatic_J,aquatic_CT,aquatic_CQ,aquatic_CP,aquatic_eta,cavitating_proportion,QI,aquatic_fitness,cavitation_penalty,aquatic_Q_penalty
,,0.254,2,0.00825,20,E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412,0.00885935363332559;0.016225452360982127;0.016225452360982127;0.02622545236098213;0.026889883297906755;0.03688988329790675;0.046889883297906755;0.05688988329790676;0.06688988329790675;0.07688988329790675;0.08688988329790674;0.09688988329790674;0.10688988329790673;0.11688988329790673;0.12688988329790674;0.1361617128582442;0.1461617128582442;0.1361617128582442;0.12616171285824418;0.11616171285824418,13.048584022019915;10.866931748614851;13.26625097597421;14.191765072439368;14.191765072439368;16.838845385629927;15.317597920987055;12.926073608375443;14.330991775546007;14.330991775546007;14.403582498992275;11.211205446256592;8.811886218897234;11.360323727240722;10.706511894972156;10.605479010689365;10.581781965440198;10.449911822278912;10.449911822278912;8.062637020956148,4000.0,0.0,200.0,0.0,18.92087331477078,0.13219604449718356,55.37414963013083,0.0,0.834935142285456,0.022966578867190585,0.14430327089451306,0.0,4.218353756769811,4.218353756769811,0.0,35.6276562525798,0.27567231879178805,5.7736675434289655,0.0,0.7773583034981233,0.023680639758002404,0.14878984779209345,0.0,0.25,3.6753493402051305,2.1368033520911647,0.25,0.22481623584588584
,,0.254,2,0.00825,20,E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;E63;NACA4412,0.0099;0.012330219654188311;0.022330219654188313;0.025015716553550383;0.029127385050591544;0.039127385050591545;0.04912738505059155;0.04943788480179386;0.059437884801793864;0.06943788480179386;0.07943788480179385;0.08943788480179385;0.09943788480179384;0.10943788480179384;0.11943788480179383;0.12943788480179383;0.13943788480179384;0.14943788480179385;0.14529409509402252;0.13529409509402252,15.117652647290894;18.0482615826695;13.2482615826695;12.381855098316173;11.296131914704256;8.6812324252337;10.30235336905773;10.30235336905773;11.923474312881758;9.004869178868068;8.435728726004339;7.944903266104443;6.91766493545702;8.366596644030402;10.399255636461277;10.699316585091632;10.699316585091632;10.573875597092819;10.573875597092819;8.062637020956148,4000.0,0.0,200.0,0.0,18.65058355747403,0.1303936115001818,54.61914826186836,0.0,0.8230078695210066,0.022653440000321164,0.14233576136709225,0.0,4.185352243927183,4.185352243927183,0.0,34.96650132457038,0.27124040916583725,5.68084584528056,0.0,0.7629325924846572,0.023299932490213823,0.14639779348078777,0.0,0.25,3.631907532583989,2.1460482539371957,0.25,0.21215018657689622
,,0.254,2,0.00825,20,E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412,0.0099;0.011674205803995974;0.013448411607991949;0.017300301725755023;0.026847254083553398;0.03639420644135177;0.044426160003837756;0.05397311236163613;0.0635200647194345;0.0735200647194345;0.08352006471943449;0.09352006471943448;0.10352006471943448;0.11352006471943447;0.12352006471943447;0.13352006471943448;0.13783837149031647;0.13783837149031647;0.12783837149031646;0.11783837149031647,13.635659971196798;13.635659971196798;15.019339053396237;14.208291936867488;16.66342298401468;14.997403860389278;14.997403860389278;15.40493402420982;13.381869836533854;11.341823687524931;11.393761705694901;10.090050073525008;8.194745044545348;10.706511894972156;10.706511894972156;10.605479010689365;10.501709903078705;10.501709903078705;10.421637840717214;7.379325627063755,4000.0,0.0,200.0,0.0,18.3243153128254,0.1278485584236904,53.553078922121486,0.0,0.808610393319088,0.022211284847912866,0.1395576186099867,0.0,4.157148037042486,4.157148037042486,0.0,34.44277156454563,0.2667748847130177,5.587320119844536,0.0,0.7515053553164857,0.02291633766153739,0.14398759608933792,0.0,0.25,3.6100490274827606,2.168838679137065,0.25,0.1989624286259375
,,0.254,2,0.00825,20,E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412,0.0099;0.011380524670349858;0.01380984790869785;0.0187241632268387;0.028724163226838698;0.0387241632268387;0.048082552815546784;0.058082552815546785;0.06808255281554679;0.07808255281554678;0.08808255281554678;0.09808255281554677;0.10808255281554677;0.11808255281554676;0.12214855433728397;0.13214855433728398;0.142148554337284;0.13214855433728398;0.12214855433728398;0.11214855433728399,12.5731208549094;12.5731208549094;14.542871232167357;12.859470909790115;15.085910278224299;13.419891154598899;13.419891154598899;13.827421318419441;11.804357130743474;9.764310981734551;9.816248999904522;8.512537367734629;7.161731536425842;10.420175949065554;10.64886762777856;10.555630208949822;10.555630208949822;10.33267953672;10.33267953672;6.753557732705734,4000.0,0.0,200.0,0.0,18.01663666039864,0.1253128291639967,52.49091513362197,0.0,0.795033233577651,0.021770749533485675,0.13678965359508402,0.0,4.134897387979862,4.134897387979862,0.0,33.85192704813258,0.2609779268585114,5.465908918451959,0.0,0.7386137441576192,0.022418370831764508,0.14085877822104614,0.0,0.25,3.5956898283182794,2.2081955756025335,0.25,0.1811694256044635
,,0.254,2,0.00825,20,NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412,0.0099;0.010318496606434212;0.020318496606434214;0.0249786555135301;0.0249786555135301;0.0349786555135301;0.0449786555135301;0.0549786555135301;0.0649786555135301;0.0749786555135301;0.0849786555135301;0.09497865551353009;0.10417012409347573;0.11417012409347572;0.12417012409347572;0.13417012409347573;0.14417012409347574;0.13763666786095788;0.12763666786095787;0.11763666786095787,13.706338694457097;15.480759020533512;14.433067778469654;14.245058209594799;14.245058209594799;16.573771630755715;14.844531023706187;12.82534637208357;10.55777161078473;10.55777161078473;8.943988905213596;6.2675430991;6.307521781740902;8.478219115317492;10.591223360584967;10.555630208949822;10.555630208949822;10.33267953672;10.33267953672;6.753557732705734,4000.0,0.0,200.0,0.0,17.72486512814689,0.12292444513091055,51.490471169316024,0.0,0.7821580189011021,0.021355812683675618,0.13418252847695009,0.0,4.1132569810589645,4.1132569810589645,0.0,33.19035481883228,0.2564261680810188,5.3705771055434015,0.0,0.7241789280651878,0.022027368353359923,0.13840203719366367,0.0,0.25,3.5527643665942494,2.220563273076052,0.25,0.1666345624811859
,,0.254,2,0.00825,20,E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412,0.0099;0.011176232053618979;0.013392143271155926;0.02310990147882205;0.02521523754684351;0.03493299575450964;0.04465075396217576;0.054368512169841884;0.064086270377508;0.07380402858517411;0.08352178679284024;0.09323954500050635;0.10323954500050635;0.11323954500050634;0.12323954500050634;0.13323954500050633;0.1374105562383331;0.1303373619536497;0.12994800542938661;0.11994800542938662,13.706950954455744;14.86068210020849;13.471025320209675;14.264161500182215;13.138343157250574;15.119011359111438;13.389770752061908;11.370586100439292;9.723698777030057;8.508906573003387;8.508906573003387;6.0;6.0;7.83197244452147;10.600476645436075;10.507701155231292;10.507701155231292;10.459772101512762;10.317924966549459;6.753557732705734,4000.0,0.0,200.0,0.0,17.66674775518068,0.12255835914525318,51.33712543023291,0.0,0.7795934313020234,0.021292212122147828,0.1337829143632303,0.0,4.105269434628442,4.105269434628442,0.0,33.06148697055276,0.25486952730734386,5.3379748974176975,0.0,0.7213671660114667,0.02189365072238568,0.13756186453941543,0.0,0.25,3.5536656484608216,2.234692345679677,0.25,0.1615447008836913
,,0.254,2,0.00825,20,NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412,0.0099;0.013637667283865462;0.018374443659903473;0.02837444365990347;0.028516758326898414;0.038516758326898416;0.045897937952253935;0.05589793795225394;0.06589793795225393;0.07589793795225393;0.08589793795225392;0.09267691008221975;0.10267691008221974;0.11267691008221974;0.12267691008221973;0.13267691008221974;0.14267691008221975;0.1379926374915248;0.12799263749152479;0.11799263749152479,10.006651347083977;12.424987983762461;11.248731365025266;12.426796136083096;12.019278096102603;12.166391940672375;12.166391940672375;10.138281933543928;10.138281933543928;9.86951287815134;10.305435747350245;10.305435747350245;11.614951804651493;9.861418612639783;10.532295817556001;10.532295817556001;10.656682860553238;10.497497236255969;10.393375236035874;6.753557732705734,4000.0,0.0,200.0,0.0,17.678601226458845,0.1264948136010352,52.986023616829655,0.0,0.7801164980528844,0.021976097120823018,0.13807989053870678,0.0,3.9815192628061604,3.9815192628061604,0.0,33.303838083823166,0.26365465211373773,5.5219701211019405,0.0,0.7266550145560682,0.02264830529445547,0.14230349905864026,0.0,0.2,3.473096856228006,2.252004585515791,0.2,0.18948251418706322
,,0.254,2,0.00825,20,E63;NACA4412;NACA4412;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412,0.0099;0.015589171636995318;0.021228851784856992;0.021228851784856992;0.025009663853428257;0.035009663853428255;0.04500966385342826;0.05500966385342826;0.06500966385342825;0.07500966385342825;0.08500966385342824;0.09500966385342824;0.10500966385342823;0.11500966385342823;0.12500966385342824;0.13500966385342825;0.1388735255867683;0.1303373619536497;0.12994800542938661;0.11994800542938662,15.201427556150522;14.901937420476072;15.527292096533133;15.726148790172495;14.329201897557619;14.165650448466781;15.322810960257573;13.5589718405473;12.509372810873923;10.505475678780043;9.05906535149544;8.4156849856693;8.4156849856693;9.753493491219464;10.718583824505552;10.631619136682259;10.459772101512762;10.459772101512762;10.317924966549459;6.753557732705734,4000.0,0.0,200.0,0.0,17.372650146191173,0.1246941209188124,52.231751229917116,0.0,0.7666155721449741,0.021663260600947237,0.1361142807134741,0.0,3.934620262290538,3.934620262290538,0.0,32.714809608789785,0.259895137044386,5.443231021615704,0.0,0.7138030275261641,0.022325357664413074,0.14027435925456938,0.0,0.2,3.4302782238731546,2.256415151427986,0.2,0.1777579673696812
,,0.254,2,0.00825,20,NACA4412;NACA4412;E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412,0.0099;0.01577795816400588;0.01577795816400588;0.01970692221213252;0.028757891835667675;0.03875789183566768;0.04875789183566768;0.05875789183566768;0.06875789183566768;0.07875789183566767;0.08264703614910929;0.09264703614910928;0.10264703614910928;0.11264703614910927;0.12264703614910927;0.13264703614910928;0.14264703614910929;0.13264703614910928;0.12264703614910928;0.11264703614910929,10.535333948459407;10.847227629618848;10.847227629618848;11.288075260519784;12.407940317746736;11.169441289746178;11.169441289746178;7.981194479508757;7.981194479508757;8.381246402735753;9.155239855552907;10.453106360456204;11.749098893724653;9.861418612639783;10.532295817556001;10.532295817556001;10.656682860553238;10.497497236255969;10.393375236035874;6.753557732705734,4000.0,0.0,200.0,0.0,17.266153873110294,0.12396220082304592,51.92516525713382,0.0,0.7619161336233791,0.02153610323653562,0.13531532742970334,0.0,3.9215144853121875,3.9215144853121875,0.0,32.53029027548343,0.25842682506453507,5.412478767421853,0.0,0.7097770081078577,0.02219922760101171,0.1394818606934123,0.0,0.2,3.4206230654247376,2.262848310813724,0.2,0.17308620844315886
,,0.254,2,0.00825,20,E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412,0.00928893360494928;0.011420865425059762;0.014811931818645804;0.018582423319077484;0.027965184536197972;0.03734794575331846;0.04571694312013631;0.05498828301225071;0.06485750410244684;0.07472672519264295;0.08459594628283908;0.0944651673730352;0.09759304579140525;0.10746226688160136;0.11733148797179749;0.12720070906199363;0.13706993015218977;0.14706993015218978;0.14069921991751397;0.13069921991751396,12.367917809512129;12.367917809512129;13.660643522350039;11.818758890904991;15.427718102460082;13.761698978834682;12.399367701871062;12.806897865691605;10.783833678015638;8.743787529006715;9.605598034924368;7.05411284983723;7.05411284983723;6.0;6.500177109521461;10.555630208949822;10.555630208949822;10.271983837404129;10.361056111096534;8.10741797704356,4000.0,0.0,200.0,0.0,16.988099904232136,0.1214968311073783,50.89247360551727,0.0,0.7496462438457712,0.021107791570880073,0.1326241658651628,0.0,3.904828369879142,3.904828369879142,0.0,31.838744076307435,0.2530810923598067,5.300518003466991,0.0,0.694688191252466,0.021740021645992133,0.13659658458386392,0.0,0.2,3.382089497122562,2.2846159777851596,0.2,0.15561963257888306
,,0.254,2,0.00825,20,NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412,0.009391091344570975;0.014056069968529733;0.014056069968529733;0.018121282140497297;0.0281212821404973;0.0381212821404973;0.047098292131270765;0.054959011312256535;0.06495901131225654;0.07495901131225653;0.08495901131225653;0.09495901131225652;0.10205559617043063;0.11205559617043062;0.12205559617043062;0.1320555961704306;0.14205559617043062;0.15069921991751398;0.14069921991751397;0.13069921991751396,14.122047697317747;12.814975597889095;12.814975597889095;12.628631378652674;15.083762425799865;10.6008992091552;8.70067038854995;11.06499518838367;7.796756226173489;6.0;6.0;6.0;6.0;6.0;6.500177109521461;10.555630208949822;10.555630208949822;10.271983837404129;10.361056111096534;8.10741797704356,4000.0,0.0,200.0,0.0,16.847480088138884,0.12017277793673611,50.33785551033703,0.0,0.7434410109157288,0.020877762210443684,0.13117884876744895,0.0,3.898935209127439,3.898935209127439,0.0,31.51599620818724,0.25032870313801864,5.242872098407064,0.0,0.6876461693624804,0.02150358754219588,0.13511102529677513,0.0,0.2,3.3674163317891015,2.2997147925435297,0.2,0.14633558567077462
